Mutant,com.google.javascript.jscomp.CollapseVariableDeclarationsTest[testIfElseVarDeclarations],com.google.javascript.jscomp.CommandLineRunnerTest[testES5StrictUseStrict],com.google.javascript.jscomp.IntegrationTest[testIssue550],com.google.javascript.jscomp.IntegrationTest[testVarDeclarationsIntoFor],com.google.javascript.jscomp.CollapseVariableDeclarationsTest[testIssue820],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOnWithAdvancedMode],com.google.javascript.jscomp.IntegrationTest[testCheckConstants1],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckingOffByDefault],com.google.javascript.jscomp.IntegrationTest[testExploitAssigns],com.google.javascript.jscomp.CommandLineRunnerTest[testWithKeywordWithEs5ChecksOff],com.google.javascript.jscomp.IntegrationTest[testIssue724],com.google.javascript.jscomp.CommandLineRunnerTest[testModuleWrapperBaseNameExpansion],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag2],com.google.javascript.jscomp.IntegrationTest[testIssue787],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering4],com.google.javascript.jscomp.CommandLineRunnerTest[testBooleanFlag2],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckSymbolsOffForDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testPrintAstFlag],com.google.javascript.jscomp.CommandLineRunnerTest[testOnlyClosureDependenciesOneEntryPoint],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckUndefinedProperties2],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckUndefinedProperties3],com.google.javascript.jscomp.CommandLineRunnerTest[testDepreciationWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckingOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue297],com.google.javascript.jscomp.CommandLineRunnerTest[testCssNameWiring],com.google.javascript.jscomp.IntegrationTest[testSingletonGetter1],com.google.javascript.jscomp.IntegrationTest[testInlineProperties],com.google.javascript.jscomp.IntegrationTest[testNegativeZero],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceSortingOn2],com.google.javascript.jscomp.CommandLineRunnerTest[testES5ChecksInVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testBooleanFlag1],com.google.javascript.jscomp.CommandLineRunnerTest[testWithKeywordDefault],com.google.javascript.jscomp.IntegrationTest[testExpose],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceSortingOn3],com.google.javascript.jscomp.CommandLineRunnerTest[testSyntheticExterns],com.google.javascript.jscomp.CommandLineRunnerTest[testES5ChecksByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testTransformAMDAndProcessCJS],com.google.javascript.jscomp.CommandLineRunnerTest[testMissingReturnCheckOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testQuietMode],com.google.javascript.jscomp.CommandLineRunnerTest[testDefineFlag],com.google.javascript.jscomp.CommandLineRunnerTest[testChainModuleManifest],com.google.javascript.jscomp.CommandLineRunnerTest[testScriptStrictModeNoWarning],com.google.javascript.jscomp.CommandLineRunnerTest[testFunctionStrictModeNoWarning],com.google.javascript.jscomp.CommandLineRunnerTest[testInlineVariables],com.google.javascript.jscomp.CollapseVariableDeclarationsTest[testIssue397],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckOverride1],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue504],com.google.javascript.jscomp.IntegrationTest[testNamelessParameter],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn3],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn4],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn6],com.google.javascript.jscomp.CommandLineRunnerTest[testReflectedMethods],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn7],com.google.javascript.jscomp.IntegrationTest[testRenamePrefixNamespaceProtectSideEffects],com.google.javascript.jscomp.CollapseVariableDeclarationsTest[testAggressiveRedeclaration],com.google.javascript.jscomp.CommandLineRunnerTest[testES5],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckOverride2],com.google.javascript.jscomp.CommandLineRunnerTest[testGoogAssertStripping],com.google.javascript.jscomp.IntegrationTest[testIssue730],com.google.javascript.jscomp.CommandLineRunnerTest[testStarModuleManifest],com.google.javascript.jscomp.CommandLineRunnerTest[testProcessClosurePrimitives],com.google.javascript.jscomp.CollapseVariableDeclarationsTest[testCollapsing],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeParsingOnWithVerbose],com.google.javascript.jscomp.IntegrationTest[testHiddenSideEffect],com.google.javascript.jscomp.CommandLineRunnerTest[testForwardDeclareDroppedTypes],com.google.javascript.jscomp.CommandLineRunnerTest[testGetMsgWiring],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn8],com.google.javascript.jscomp.IntegrationTest[testFlowSensitiveInlineVariables2],com.google.javascript.jscomp.CommandLineRunnerTest[testHiddenSideEffect],com.google.javascript.jscomp.CompilerTest[testLocalUndefined],com.google.javascript.jscomp.CollapseVariableDeclarationsTest[testAggressiveRedeclarationInFor],com.google.javascript.jscomp.jsonml.SecureCompilerTest[testCompilerInterface],com.google.javascript.jscomp.CollapseVariableDeclarations_ESTest[test0],com.google.javascript.jscomp.CollapseVariableDeclarations_ESTest[test1],com.google.javascript.jscomp.CommandLineRunnerTest[testES5StrictUseStrictMultipleInputs],com.google.javascript.jscomp.CommandLineRunnerTest[testDefineFlag3],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOffByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testVersionFlag],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceSortingOn],com.google.javascript.jscomp.CommandLineRunnerTest[testDefineFlag2],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeParsingOffByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testVersionFlag2],com.google.javascript.jscomp.CommandLineRunnerTest[testTransformAMD],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapExpansion2],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag1],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapFormat1],com.google.javascript.jscomp.CommandLineRunnerTest[testGenerateExports],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue601c],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue115],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapFormat2],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapExpansion3],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOff],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue601b],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag4],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue81],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering3],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag3],com.google.javascript.jscomp.CommandLineRunnerTest[testExternsLifting1],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapExpansion1],com.google.javascript.jscomp.CommandLineRunnerTest[testOutputModuleGraphJson],com.google.javascript.jscomp.CommandLineRunnerTest[testProcessCJS],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering1],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckSymbolsOverrideForVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testNoCompile],com.google.javascript.jscomp.CommandLineRunnerTest[testES5Strict],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn2],com.google.javascript.jscomp.CommandLineRunnerTest[testExternsLifting2],com.google.javascript.jscomp.CommandLineRunnerTest[testCharSetExpansion],com.google.javascript.jscomp.CommandLineRunnerTest[testTypedAdvanced],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn1],Total,Equiv?
1, , , ,EXC, , , , , , , , , ,EXC, , , , ,FAIL,FAIL, , , , ,FAIL, , , , , , , , , ,FAIL, ,FAIL, , ,FAIL, , , , ,EXC, , , ,FAIL,FAIL,FAIL,FAIL, , ,EXC, , , , , , ,EXC, , , ,FAIL,FAIL, , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,
10,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,16,
100, , ,PASS, ,PASS, ,PASS, ,PASS, ,PASS, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,0,
101, , ,PASS, ,PASS, ,PASS, ,EXC, ,EXC, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,EXC, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,3,
102, , ,PASS, ,PASS, ,PASS, ,EXC, ,EXC, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,EXC, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,3,
103, , ,PASS, ,PASS, ,PASS, ,EXC, ,EXC, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,EXC, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,3,
104, , ,PASS, ,FAIL, ,PASS, ,EXC, ,EXC, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , ,PASS, , , , , , , , , ,FAIL, , , , , , , , , , , , , , , ,PASS, , ,EXC, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,6,
105, , ,PASS, ,PASS, ,PASS, ,EXC, ,EXC, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,EXC, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,3,
106, , ,PASS, ,PASS, ,PASS, ,PASS, ,PASS, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , ,PASS, , , , , , , , , ,FAIL, , , , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,2,
107, , ,PASS, ,FAIL, ,PASS, ,PASS, ,PASS, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,1,
108, , ,PASS, ,PASS, ,PASS, ,EXC, ,EXC, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,EXC, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,3,
109, , ,PASS, ,FAIL, ,PASS, ,PASS, ,PASS, , ,PASS, , ,FAIL, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,2,
11,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5,
110, , ,PASS, ,FAIL, ,PASS, ,EXC, ,EXC, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,EXC, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,4,
111, , ,PASS, ,FAIL, ,PASS, ,PASS, ,PASS, , ,PASS, , ,FAIL, , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , ,FAIL, , , , , , , , , ,FAIL, , , , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,5,
112, , ,PASS, ,PASS, ,PASS, ,PASS, ,PASS, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,0,
113, , ,PASS, ,PASS, ,PASS, ,PASS, ,PASS, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , ,PASS, , , , , , , , , ,FAIL, , , , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,2,
114, , ,PASS, ,PASS, ,PASS, ,PASS, ,PASS, , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,FAIL, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,1,
115, , ,PASS, ,FAIL, ,PASS, ,PASS, ,PASS, , ,PASS, , ,FAIL, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , , , ,2,
