Mutant,com.google.javascript.jscomp.ExploitAssignsTest[testExprExploitationTypes2],com.google.javascript.jscomp.ExploitAssignsTest[testIssue1017],com.google.javascript.jscomp.ExploitAssignsTest[testBadCollapse],com.google.javascript.jscomp.CommandLineRunnerTest[testES5StrictUseStrict],com.google.javascript.jscomp.ExploitAssignsTest[testBadCollapseIntoCall],com.google.javascript.jscomp.IntegrationTest[testIssue937],com.google.javascript.jscomp.CommandLineRunnerTest[testDefineFlag2],com.google.javascript.jscomp.CommandLineRunnerTest[testES5StrictUseStrictMultipleInputs],com.google.javascript.jscomp.CommandLineRunnerTest[testOutputSameAsInput],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOffByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testProcessCJS],com.google.javascript.jscomp.IntegrationTest[testVarDeclarationsIntoFor],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceSortingOn],com.google.javascript.jscomp.CommandLineRunnerTest[testDefineFlag3],com.google.javascript.jscomp.IntegrationTest[testIssue550],com.google.javascript.jscomp.CommandLineRunnerTest[testWithKeywordWithEs5ChecksOff],com.google.javascript.jscomp.IntegrationTest[testExploitAssigns],com.google.javascript.jscomp.CommandLineRunnerTest[testModuleEntryPoint],com.google.javascript.jscomp.CommandLineRunnerTest[testVersionFlag2],com.google.javascript.jscomp.CommandLineRunnerTest[testProcessCJSWithModuleOutput],com.google.javascript.jscomp.CommandLineRunnerTest[testWithKeywordDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag1],com.google.javascript.jscomp.CommandLineRunnerTest[testTransformAMDAndProcessCJS],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckingOffByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOnWithAdvancedMode],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue81],com.google.javascript.jscomp.CommandLineRunnerTest[testES5ChecksByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag2],com.google.javascript.jscomp.IntegrationTest[testCheckConstants1],com.google.javascript.jscomp.CommandLineRunnerTest[testVersionFlag],com.google.javascript.jscomp.CommandLineRunnerTest[testOnlyClosureDependenciesOneEntryPoint],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckUndefinedProperties2],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckSymbolsOffForDefault],com.google.javascript.jscomp.IntegrationTest[testIssue724],com.google.javascript.jscomp.IntegrationTest[testIssue787],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering4],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapExpansion3],com.google.javascript.jscomp.CommandLineRunnerTest[testDepreciationWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue297],com.google.javascript.jscomp.CommandLineRunnerTest[testPrintAstFlag],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckUndefinedProperties3],com.google.javascript.jscomp.IntegrationTest[testNegativeZero],com.google.javascript.jscomp.CommandLineRunnerTest[testModuleWrapperBaseNameExpansion],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeParsingOffByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testStarModuleManifest],com.google.javascript.jscomp.CommandLineRunnerTest[testBooleanFlag1],com.google.javascript.jscomp.CommandLineRunnerTest[testCssNameWiring],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapExpansion2],com.google.javascript.jscomp.CommandLineRunnerTest[testGenerateExports],com.google.javascript.jscomp.CommandLineRunnerTest[testBooleanFlag2],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckSymbolsOverrideForVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckingOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue601c],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue846],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag3],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceSortingOn2],com.google.javascript.jscomp.CommandLineRunnerTest[testFormattingSingleQuote],com.google.javascript.jscomp.CommandLineRunnerTest[testModuleJSON],com.google.javascript.jscomp.CommandLineRunnerTest[testTransformAMD],com.google.javascript.jscomp.CommandLineRunnerTest[testAdvancedModeRemovesUnusedParams],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue601b],com.google.javascript.jscomp.IntegrationTest[testNamelessParameter],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckOverride1],com.google.javascript.jscomp.CommandLineRunnerTest[testScriptStrictModeNoWarning],com.google.javascript.jscomp.IntegrationTest[testAddFunctionProperties1],com.google.javascript.jscomp.IntegrationTest[testInlineProperties],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceSortingOn3],com.google.javascript.jscomp.CommandLineRunnerTest[testQuietMode],com.google.javascript.jscomp.ExploitAssignsTest[testExprExploitationTypes],com.google.javascript.jscomp.IntegrationTest[testSingletonGetter1],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag4],com.google.javascript.jscomp.IntegrationTest[testExpose],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapFormat1],com.google.javascript.jscomp.CommandLineRunnerTest[testChainModuleManifest],com.google.javascript.jscomp.IntegrationTest[testGoogDefineClass2],com.google.javascript.jscomp.IntegrationTest[testGoogDefineClass3],com.google.javascript.jscomp.ExploitAssignsTest[testBug1840071],com.google.javascript.jscomp.CommandLineRunnerTest[testES5ChecksInVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapExpansion1],com.google.javascript.jscomp.IntegrationTest[testAddFunctionProperties3],com.google.javascript.jscomp.CommandLineRunnerTest[testMissingReturnCheckOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testSideEffectIntegration],com.google.javascript.jscomp.IntegrationTest[testGoogDefineClass1],com.google.javascript.jscomp.CommandLineRunnerTest[testSimpleModeLeavesUnusedParams],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOff],com.google.javascript.jscomp.CommandLineRunnerTest[testInlineVariables],com.google.javascript.jscomp.IntegrationTest[testAddFunctionProperties2],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue504],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapFormat2],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue115],com.google.javascript.jscomp.CommandLineRunnerTest[testOutputModuleGraphJson],com.google.javascript.jscomp.CommandLineRunnerTest[testExternsLifting1],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering3],com.google.javascript.jscomp.IntegrationTest[testAddFunctionProperties4],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering1],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn7],com.google.javascript.jscomp.CommandLineRunnerTest[testDefineFlag],com.google.javascript.jscomp.CommandLineRunnerTest[testReflectedMethods],com.google.javascript.jscomp.CommandLineRunnerTest[testFunctionStrictModeNoWarning],com.google.javascript.jscomp.CommandLineRunnerTest[testSyntheticExterns],com.google.javascript.jscomp.IntegrationTest[testHiddenSideEffect],com.google.javascript.jscomp.CommandLineRunnerTest[testGoogAssertStripping],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn3],com.google.javascript.jscomp.CommandLineRunnerTest[testCharSetExpansion],com.google.javascript.jscomp.CommandLineRunnerTest[testES5Strict],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn4],com.google.javascript.jscomp.CommandLineRunnerTest[testNoCompile],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn6],com.google.javascript.jscomp.CommandLineRunnerTest[testES5],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckOverride2],com.google.javascript.jscomp.CommandLineRunnerTest[testExternsLifting2],com.google.javascript.jscomp.CommandLineRunnerTest[testTypedAdvanced],com.google.javascript.jscomp.IntegrationTest[testRenamePrefixNamespaceProtectSideEffects],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn2],com.google.javascript.jscomp.IntegrationTest[testIssue730],com.google.javascript.jscomp.CommandLineRunnerTest[testUnknownAnnotation],com.google.javascript.jscomp.CommandLineRunnerTest[testProcessClosurePrimitives],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeParsingOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testGetMsgWiring],com.google.javascript.jscomp.ExploitAssignsTest[testNestedExprExploitation],com.google.javascript.jscomp.CommandLineRunnerTest[testHiddenSideEffect],com.google.javascript.jscomp.IntegrationTest[testFlowSensitiveInlineVariables2],com.google.javascript.jscomp.CommandLineRunnerTest[testForwardDeclareDroppedTypes],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn8],com.google.javascript.jscomp.CompilerTest[testLocalUndefined],com.google.javascript.jscomp.jsonml.SecureCompilerTest[testCompilerInterface],com.google.javascript.jscomp.ExploitAssignsTest[testExprExploitation],com.google.javascript.jscomp.ExploitAssignsTest[testBug2072343],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn1],com.google.javascript.jscomp.ExploitAssigns_ESTest[test0],Total,Equiv?
1,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,TIME,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,TIME,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,TIME,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,TIME,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,20,
10,PASS,PASS,PASS,TIME,PASS,PASS,FAIL,TIME,PASS,FAIL,TIME,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,TIME,TIME,FAIL,TIME,FAIL,TIME,TIME,FAIL,FAIL,PASS,FAIL,TIME,TIME,FAIL,PASS,PASS,TIME,FAIL,TIME,FAIL,FAIL,TIME,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,TIME,FAIL,FAIL,FAIL,FAIL,FAIL,TIME,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,TIME,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,TIME,PASS,TIME,FAIL,PASS,TIME,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,TIME,PASS,TIME,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,TIME,FAIL,TIME,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,EXC,96,
100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS,TIME, , ,1,
101,PASS, ,FAIL, ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,FAIL, , , , , , ,FAIL, , , ,3,
102,PASS, ,PASS, ,FAIL, , , , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , ,FAIL, , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,PASS, , , , , , ,FAIL, , , ,7,
103,FAIL, ,PASS, ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,FAIL, , , , , , ,FAIL, , , ,4,
104,PASS, ,FAIL, ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,FAIL, , , , , , ,FAIL, , , ,3,
105,PASS, ,PASS, ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , ,PASS, , , ,0,
106,PASS, ,FAIL, ,FAIL, , , , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , ,FAIL, , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,FAIL, , , , , , ,FAIL, , , ,9,
107,PASS, ,FAIL, ,PASS, , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,FAIL, , , , , , ,FAIL, , , ,3,
108,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , ,EXC, , , ,4,
109,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , ,EXC, , , ,4,
11,EXC,EXC,EXC, ,EXC, , , , ,PASS, , , , ,EXC, ,EXC, , , , , ,FAIL, , , , , ,EXC, , , ,PASS,EXC,EXC,FAIL, , , , , , , , , , , , ,PASS, ,PASS, ,PASS, , , , ,FAIL,PASS,PASS,PASS,EXC,PASS, , , , , ,EXC, , ,EXC, , , , ,EXC, , ,EXC, ,FAIL, ,PASS,PASS,FAIL,EXC, , ,PASS, , ,PASS,EXC,PASS, , ,FAIL, , , , , , , , , , , ,FAIL, , , , ,EXC, , , ,PASS,EXC, , , , , , ,EXC,EXC, , ,27,
110,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,FAIL, , , ,4,
111,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,FAIL, , , ,4,
112,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,FAIL, , , ,4,
113,TIME, ,TIME, ,TIME, , , , , , , , , ,TIME, , , , , , , , , , , , , , , , , , , ,TIME, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TIME, , , , , , , , , , , , ,FAIL, , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , ,TIME, , , , ,TIME, , , , , , ,TIME, , , ,10,
114,TIME, ,TIME, ,TIME, , , , , , , , , ,TIME, , , , , , , , , , , , , , , , , , , ,TIME, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TIME, , , , , , , , , , , , ,FAIL, , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , ,TIME, , , , ,TIME, , , , , , ,TIME, , , ,11,
115,TIME,TIME,TIME, , , , , , ,PASS, , , , , , ,TIME, , , , , ,EXC, , , , , ,TIME, , , , ,TIME,TIME,FAIL, , , , , , , , , , , , , , ,PASS, , , , , , ,EXC,PASS, , , , , , , , , ,TIME, , , , , , , , , , , , , , , ,PASS,FAIL,TIME, , , , , ,PASS, ,PASS, , ,FAIL, , , , , , , , , , , , , , , , ,TIME, , , ,PASS,TIME, , , , , , ,TIME,TIME, , ,18,
116, ,TIME, , , , , , , , , , , , ,EXC, ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , ,EXC,EXC, , ,6,
117, ,FAIL, , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS,FAIL, , ,2,
