Mutant,com.google.javascript.jscomp.LiveVariableAnalysisTest[testEscapedLiveness],com.google.javascript.jscomp.LiveVariableAnalysisTest[testExpressionInForIn],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignToExtern],com.google.javascript.jscomp.LiveVariableAnalysisTest[testBug1449316],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue297c],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue297d],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIdentityAssignments],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue297e],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue384d],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue297b],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue297f],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue297g],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue297h],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue384c],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue297a],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue384b],com.google.javascript.jscomp.LiveVariableAnalysisTest[testHooks],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testDeadPartiallyWithinTheExpression],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIssue384a],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testSelfReAssignment],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testMutipleDeadAssignmentsButAlivePartiallyWithinTheExpression],com.google.javascript.jscomp.LiveVariableAnalysisTest[testParam],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignmentOpUsedAsLhs],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignmentOp],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testSelfIncrement],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testInnerFunctions],com.google.javascript.jscomp.LiveVariableAnalysisTest[testAssignAndReadInCondition],com.google.javascript.jscomp.CoalesceVariableNamesTest[testBug1401831],com.google.javascript.jscomp.CoalesceVariableNamesTest[testDuplicatedVar],com.google.javascript.jscomp.LiveVariableAnalysisTest[testInnerFunctions],com.google.javascript.jscomp.CoalesceVariableNamesTest[testParameter4b],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignmentInReturn],com.google.javascript.jscomp.LiveVariableAnalysisTest[testProperties],com.google.javascript.jscomp.CoalesceVariableNamesTest[testParameter3],com.google.javascript.jscomp.CoalesceVariableNamesTest[testMergeThreeVarNames],com.google.javascript.jscomp.LiveVariableAnalysisTest[testArrays],com.google.javascript.jscomp.CoalesceVariableNamesTest[testSwitchCase],com.google.javascript.jscomp.CoalesceVariableNamesTest[testParameter4],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testBug8730257],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testParameters],com.google.javascript.jscomp.LiveVariableAnalysisTest[testThreePaths],com.google.javascript.jscomp.LiveVariableAnalysisTest[testTryCatchFinally],com.google.javascript.jscomp.LiveVariableAnalysisTest[testSwitches],com.google.javascript.jscomp.CoalesceVariableNamesTest[testDifferentBlock],com.google.javascript.jscomp.CoalesceVariableNamesTest[testFor],com.google.javascript.jscomp.LiveVariableAnalysisTest[testNestedLoops],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testDeadIncrement],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignmentOpChain],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testSimple],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag2],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignmentInArgs],com.google.javascript.jscomp.CoalesceVariableNamesTest[testParameter],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignAndReadInCondition],com.google.javascript.jscomp.CoalesceVariableNamesTest[testParameter2],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignmentSamples],com.google.javascript.jscomp.CoalesceVariableNamesTest[testBug1445366],com.google.javascript.jscomp.CommandLineRunnerTest[testDepreciationWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckingOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckingOffByDefault],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testUsedAsConditionsInSwitchStatements],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testMultiPaths],com.google.javascript.jscomp.LiveVariableAnalysisTest[testArgumentsArray],com.google.javascript.jscomp.CoalesceVariableNamesTest[testLoops],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering4],com.google.javascript.jscomp.LiveVariableAnalysisTest[testForLoops],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testErrorHandling],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckUndefinedProperties3],com.google.javascript.jscomp.CommandLineRunnerTest[testMissingReturnCheckOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testBooleanFlag2],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testDeadButAlivePartiallyWithinTheExpression],com.google.javascript.jscomp.CoalesceVariableNamesTest[testForIn],com.google.javascript.jscomp.LiveVariableAnalysisTest[testEscaped],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIncrementalReassignmentInForLoops],com.google.javascript.jscomp.CoalesceVariableNamesTest[testTryCatch],com.google.javascript.jscomp.CommandLineRunnerTest[testBooleanFlag1],com.google.javascript.jscomp.CoalesceVariableNamesTest[testCannotReuseAnyParamsBug],com.google.javascript.jscomp.LiveVariableAnalysisTest[testTwoPaths],com.google.javascript.jscomp.CoalesceVariableNamesTest[testLiveRangeChangeWithinCfgNode2],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue297],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignmentChain],com.google.javascript.jscomp.CoalesceVariableNamesTest[testLiveRangeChangeWithinCfgNode],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testInExpression1],com.google.javascript.jscomp.LiveVariableAnalysisTest[testConditions],com.google.javascript.jscomp.CommandLineRunnerTest[testCssNameWiring],com.google.javascript.jscomp.CoalesceVariableNamesTest[testUsePseduoNames],com.google.javascript.jscomp.CoalesceVariableNamesTest[testDeadAssignment],com.google.javascript.jscomp.CoalesceVariableNamesTest[testDeterministic],com.google.javascript.jscomp.LiveVariableAnalysisTest[testStraightLine],com.google.javascript.jscomp.CommandLineRunnerTest[testFunctionStrictModeNoWarning],com.google.javascript.jscomp.CoalesceVariableNamesTest[testLoopInductionVar],com.google.javascript.jscomp.CoalesceVariableNamesTest[testVarLiveRangeCross],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testNestedReassignments],com.google.javascript.jscomp.CommandLineRunnerTest[testReflectedMethods],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckOverride2],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeParsingOnWithVerbose],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testAssignmentOpUsedAsCondition],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testInExpression2],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testUsedAsConditions],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testIncDecInSubExpressions],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testLoops],com.google.javascript.jscomp.CoalesceVariableNamesTest[testSimple],com.google.javascript.jscomp.CompilerTest[testLocalUndefined],com.google.javascript.jscomp.LiveVariableAnalysisTest[testExceptionThrowingAssignments],com.google.javascript.jscomp.DeadAssignmentsEliminationTest[testDeadVarDeclarations],com.google.javascript.jscomp.CoalesceVariableNamesTest[testEscaped],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test03],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test01],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test05],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test04],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test13],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test07],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test00],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test10],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test02],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test06],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test11],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test12],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test09],com.google.javascript.jscomp.LiveVariablesAnalysis_ESTest[test08],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag1],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOffByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeParsingOffByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testGenerateExports],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOff],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckOverride1],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag4],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering3],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag3],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue115],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering1],com.google.javascript.jscomp.CommandLineRunnerTest[testForwardDeclareDroppedTypes],Total,Equiv?
1, ,PASS, ,PASS, , , , , , , , , , , , , , ,FAIL, , , , , , , ,PASS,PASS, , , , , , , , ,PASS, ,FAIL, ,FAIL,PASS,PASS,PASS,PASS,FAIL, , , , , , ,FAIL, , ,PASS, , , ,PASS,PASS, ,FAIL, ,PASS,FAIL, , , , ,PASS, ,PASS, , ,PASS,FAIL, , , , , ,PASS, , , , , , ,PASS, , , , , ,FAIL,PASS,PASS, ,PASS, , ,FAIL, , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , ,10,
10, ,PASS, ,PASS, , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS,PASS, , , , , , , , ,PASS, ,PASS, ,FAIL,PASS,PASS,PASS,PASS,PASS, , , , , , ,PASS, , ,PASS, , , ,FAIL,PASS, ,PASS, ,PASS,PASS, , , , ,PASS, ,PASS, , ,FAIL,FAIL, , , , , ,FAIL, , , , , , ,PASS, , , , , ,PASS,PASS,PASS, ,FAIL, , ,FAIL, , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , ,7,
100,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC, ,FAIL,FAIL,EXC,EXC,EXC,EXC,FAIL,EXC,EXC, ,FAIL,FAIL,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,FAIL, ,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , ,EXC,EXC, ,EXC, ,PASS,PASS, ,PASS, , ,PASS, ,PASS,PASS, ,103,
101,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC,EXC,EXC,EXC,EXC,EXC, ,FAIL,FAIL,EXC,EXC,EXC,EXC,FAIL,EXC,EXC, ,FAIL,PASS,EXC,EXC,EXC,EXC,EXC,PASS,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,PASS, ,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , ,PASS,EXC, ,EXC, ,PASS,PASS, ,PASS, , ,PASS, ,PASS,PASS, ,96,
102, , ,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC, ,EXC,EXC, ,EXC,EXC, ,EXC, ,EXC,EXC,EXC, , , , ,EXC,EXC,EXC,EXC, ,EXC,EXC, , , ,EXC,EXC, ,EXC, , ,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC, , , , , , , , , , , , ,EXC, , , , , , , , , , , ,PASS, , ,77,
103, , ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS, ,PASS,PASS, ,PASS,PASS, ,PASS, ,PASS,PASS,PASS, , , , ,PASS,PASS,PASS,PASS, ,PASS,PASS, , , ,PASS,PASS, ,PASS, , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL, , ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS,PASS,FAIL,PASS,PASS,PASS, ,FAIL,PASS, , , , , , , , , , , , ,PASS, , , , , , , , , , , ,PASS, , ,4,
104, , ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS, ,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,PASS,FAIL, ,FAIL,FAIL, ,PASS,PASS, ,PASS, ,PASS,PASS,PASS, , , , ,PASS,FAIL,PASS,PASS, ,FAIL,FAIL, , , ,PASS,FAIL, ,PASS, , ,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL, , ,PASS,FAIL,FAIL, ,FAIL,PASS,PASS, , , ,PASS,PASS,PASS,PASS,FAIL,FAIL, ,PASS,PASS, , , , , , , , , , , , ,PASS, , , , , , , , , , , ,PASS, , ,23,
105, , ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS, ,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,PASS,FAIL, ,FAIL,FAIL, ,PASS,PASS, ,PASS, ,PASS,PASS,PASS, , , , ,PASS,FAIL,PASS,PASS, ,FAIL,FAIL, , , ,PASS,FAIL, ,PASS, , ,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL, , ,PASS,FAIL,FAIL, ,FAIL,PASS,PASS, , , ,PASS,PASS,PASS,PASS,FAIL,FAIL, , ,PASS, , , , , , , , , , , , ,PASS, , , , , , , , , , , ,PASS, , ,23,
106, , ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS, ,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,PASS,FAIL, ,FAIL,FAIL, ,PASS,FAIL, ,PASS, ,PASS,PASS,PASS, , , , ,FAIL,FAIL,PASS,PASS, ,FAIL,FAIL, , , ,PASS,FAIL, ,PASS, , ,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL, , ,PASS,FAIL,FAIL, ,FAIL,PASS,PASS, , , ,FAIL,PASS,FAIL,PASS,FAIL,FAIL, ,PASS,PASS, , , , , , , , , , , , ,PASS, , , , , , , , , , , ,PASS, , ,28,
107, , ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS, ,PASS,PASS, ,PASS,PASS, ,PASS, ,PASS,PASS,PASS, , , , ,PASS,PASS,PASS,PASS, ,PASS,PASS, , , ,PASS,PASS, ,PASS, , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS,FAIL, ,PASS,PASS,PASS, , , ,FAIL,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS, , , , , , , , , , , , ,PASS, , , , , , , , , , , ,PASS, , ,2,
108, , , , , , , , , , , , , , , , , , , , , , ,PASS,PASS, , , ,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , ,PASS, , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , ,PASS, ,FAIL, , , ,PASS, , , ,FAIL, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
109, , ,PASS, ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS, ,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,FAIL,PASS,PASS,PASS,PASS, ,PASS,PASS, ,PASS,PASS, ,PASS,PASS, ,PASS, ,FAIL,PASS,PASS, , , , ,PASS,PASS,PASS,PASS, ,FAIL,PASS, , , ,PASS,PASS, ,PASS, , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS,FAIL, ,PASS,PASS,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS, , , , , , , , , , , , ,PASS, , , , , , , , , , , ,PASS, , ,15,
11, ,EXC, ,EXC, , , , , , , , , , , , , , ,EXC, , , , , , , ,EXC,EXC, , , , , , , , ,EXC, ,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , ,EXC, , ,EXC, , , ,EXC,EXC, ,EXC, ,EXC,EXC, , , , ,EXC, ,EXC, , ,EXC,EXC, , , , , ,EXC, , , , , , ,EXC, , , , , ,EXC,EXC,EXC, ,EXC, , ,EXC, , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , ,32,
