projectId,bugId,mutantId,classifier,probEq,probTr,probDm,isEq,isTr,isDm
Math,10,1,rf,0.0,0.7626291949772851,0.0370497092859141,0,0,0
Math,10,10,rf,0.02572475896720309,0.07718855437739569,0.042929476205401364,0,0,0
Math,10,100,rf,0.1385458411478753,0.29535370326879984,0.10790522608660061,0,0,0
Math,10,1000,rf,0.010343625410525826,0.0016339869281045752,0.02426380399424077,0,0,0
Math,10,1001,rf,0.02625328462088444,0.012109412847992563,0.15295057169804716,0,0,0
Math,10,1002,rf,0.011926936049488452,0.02043999079980697,0.0845443952014865,0,1,0
Math,10,1003,rf,0.011926936049488452,0.019981324596983322,0.08851264916974047,0,0,0
Math,10,1004,rf,0.04394445741109457,0.019981324596983322,0.08761843957464877,0,1,0
Math,10,1005,rf,0.014761629203730479,0.019981324596983322,0.0845443952014865,0,1,0
Math,10,1006,rf,0.02625328462088444,0.012109412847992563,0.15295057169804716,0,0,0
Math,10,1007,rf,0.004697026253577204,0.57854355956915,0.007142857142857142,0,1,0
Math,10,1008,rf,0.0524508077207448,0.45123270354882056,0.0945047546264502,0,0,0
Math,10,1009,rf,0.0524508077207448,0.45123270354882056,0.0945047546264502,0,0,0
Math,10,101,rf,0.1472215665658619,0.0015873015873015873,0.1021915751812844,0,0,0
Math,10,1010,rf,0.0524508077207448,0.45123270354882056,0.0945047546264502,0,1,0
Math,10,1011,rf,0.0524508077207448,0.45123270354882056,0.0945047546264502,0,1,0
Math,10,1012,rf,0.12069769679312808,0.05345854117389819,0.2850408182749723,0,0,0
Math,10,1013,rf,0.0524508077207448,0.45123270354882056,0.0945047546264502,0,1,0
Math,10,1014,rf,0.0524508077207448,0.45123270354882056,0.0945047546264502,0,1,0
Math,10,1015,rf,0.12069769679312808,0.05345854117389819,0.2850408182749723,0,0,0
Math,10,1016,rf,0.12773951191414923,0.2116945760353567,0.18547154680380526,0,0,0
Math,10,1017,rf,0.12773951191414923,0.2116945760353567,0.18547154680380526,0,0,0
Math,10,1018,rf,0.12773951191414923,0.2116945760353567,0.18547154680380526,0,0,0
Math,10,1019,rf,0.12773951191414923,0.2116945760353567,0.18547154680380526,0,0,1
Math,10,102,rf,0.021417081271838296,0.0,0.12230210765826138,0,0,0
Math,10,1020,rf,0.08653890591933566,0.02368358036246855,0.10340501555672729,0,0,1
Math,10,1021,rf,0.030878783928797462,0.026224005552408135,0.1067744124515898,0,0,1
Math,10,1022,rf,0.058328624235884266,0.02465523115555869,0.08260885479570512,0,0,1
Math,10,1023,rf,0.021697848681524447,0.030694953398086547,0.07549225630019851,0,0,1
Math,10,1024,rf,0.0,0.03926455341393028,0.22345719455732707,0,0,1
Math,10,1025,rf,0.0,0.039325462155394585,0.2058240631919825,0,0,1
Math,10,1026,rf,0.0003429355281207133,0.023312832277822174,0.17368322645930812,0,0,1
Math,10,1027,rf,0.0003429355281207133,0.022897729718890217,0.18414086565374876,0,0,1
Math,10,1028,rf,0.12097655295476623,0.0436741616301827,0.1813457203352269,0,0,0
Math,10,1029,rf,0.1385458411478753,0.29535370326879984,0.10790522608660061,1,0,0
Math,10,103,rf,0.02357991329578143,0.0008680555555555555,0.10471907054865968,0,0,0
