Mutant,com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject26],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject1a],com.google.javascript.jscomp.InlineObjectLiteralsTest[testIssue724],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject15],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject25],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject23],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject24],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject13],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject17],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject18],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject12],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject16],com.google.javascript.jscomp.IntegrationTest[testCollapseObjectLiteral1],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject7],com.google.javascript.jscomp.InlineObjectLiteralsTest[testNoInlineDeletedProperties],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject19],com.google.javascript.jscomp.InlineObjectLiteralsTest[testBug545],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject20],com.google.javascript.jscomp.IntegrationTest[testCollapseObjectLiteral2],com.google.javascript.jscomp.CommandLineRunnerTest[testWithKeywordDefault],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject2],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject5],com.google.javascript.jscomp.IntegrationTest[testCollapseProperties2],com.google.javascript.jscomp.CommandLineRunnerTest[testTransformAMDAndProcessCJS],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckingOffByDefault],com.google.javascript.jscomp.IntegrationTest[testIssue550],com.google.javascript.jscomp.CommandLineRunnerTest[testProcessCJSWithModuleOutput],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag2],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject1],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckSymbolsOffForDefault],com.google.javascript.jscomp.IntegrationTest[testCheckConstants1],com.google.javascript.jscomp.CommandLineRunnerTest[testProcessCJS],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceSortingOn],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOnWithAdvancedMode],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject22],com.google.javascript.jscomp.IntegrationTest[testIssue724],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckUndefinedProperties2],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue297],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject14],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering4],com.google.javascript.jscomp.CommandLineRunnerTest[testOnlyClosureDependenciesOneEntryPoint],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckUndefinedProperties3],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject11],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckingOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testBooleanFlag1],com.google.javascript.jscomp.CommandLineRunnerTest[testPrintAstFlag],com.google.javascript.jscomp.CommandLineRunnerTest[testDepreciationWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testBooleanFlag2],com.google.javascript.jscomp.CommandLineRunnerTest[testCssNameWiring],com.google.javascript.jscomp.IntegrationTest[testIssue787],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceSortingOn2],com.google.javascript.jscomp.CommandLineRunnerTest[testTransformAMD],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue601c],com.google.javascript.jscomp.CommandLineRunnerTest[testStarModuleManifest],com.google.javascript.jscomp.CommandLineRunnerTest[testChainModuleManifest],com.google.javascript.jscomp.IntegrationTest[testNegativeZero],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject3],com.google.javascript.jscomp.CommandLineRunnerTest[testQuietMode],com.google.javascript.jscomp.IntegrationTest[testSingletonGetter1],com.google.javascript.jscomp.IntegrationTest[testInlineProperties],com.google.javascript.jscomp.CommandLineRunnerTest[testES5ChecksInVerbose],com.google.javascript.jscomp.IntegrationTest[testGoogDefineClass2],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject4],com.google.javascript.jscomp.IntegrationTest[testNamelessParameter],com.google.javascript.jscomp.IntegrationTest[testExpose],com.google.javascript.jscomp.CommandLineRunnerTest[testModuleJSON],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceSortingOn3],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue601b],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject6],com.google.javascript.jscomp.IntegrationTest[testGoogDefineClass3],com.google.javascript.jscomp.CommandLineRunnerTest[testMissingReturnCheckOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag4],com.google.javascript.jscomp.IntegrationTest[testGoogDefineClass1],com.google.javascript.jscomp.CommandLineRunnerTest[testScriptStrictModeNoWarning],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue504],com.google.javascript.jscomp.CommandLineRunnerTest[testSyntheticExterns],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag3],com.google.javascript.jscomp.CommandLineRunnerTest[testDefineFlag],com.google.javascript.jscomp.CommandLineRunnerTest[testInlineVariables],com.google.javascript.jscomp.CommandLineRunnerTest[testReflectedMethods],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn7],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject8],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn3],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn4],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckOverride2],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject9],com.google.javascript.jscomp.IntegrationTest[testRenamePrefixNamespaceProtectSideEffects],com.google.javascript.jscomp.CommandLineRunnerTest[testFunctionStrictModeNoWarning],com.google.javascript.jscomp.IntegrationTest[testHiddenSideEffect],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn2],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn6],com.google.javascript.jscomp.CommandLineRunnerTest[testGetMsgWiring],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeParsingOnWithVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testProcessClosurePrimitives],com.google.javascript.jscomp.CommandLineRunnerTest[testGoogAssertStripping],com.google.javascript.jscomp.IntegrationTest[testIssue730],com.google.javascript.jscomp.CommandLineRunnerTest[testTypedAdvanced],com.google.javascript.jscomp.CommandLineRunnerTest[testHiddenSideEffect],com.google.javascript.jscomp.CommandLineRunnerTest[testForwardDeclareDroppedTypes],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject10],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn8],com.google.javascript.jscomp.CompilerTest[testLocalUndefined],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject21],com.google.javascript.jscomp.IntegrationTest[testFlowSensitiveInlineVariables2],com.google.javascript.jscomp.InlineObjectLiteralsTest[testObject0],com.google.javascript.jscomp.CommandLineRunnerTest[testSourcePruningOn1],com.google.javascript.jscomp.InlineObjectLiterals_ESTest[test0],com.google.javascript.jscomp.CommandLineRunnerTest[testES5StrictUseStrict],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag1],com.google.javascript.jscomp.CommandLineRunnerTest[testES5StrictUseStrictMultipleInputs],com.google.javascript.jscomp.CommandLineRunnerTest[testWithKeywordWithEs5ChecksOff],com.google.javascript.jscomp.CommandLineRunnerTest[testDefineFlag2],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOffByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testDefineFlag3],com.google.javascript.jscomp.CommandLineRunnerTest[testVersionFlag2],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeParsingOffByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testES5ChecksByDefault],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue81],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapExpansion3],com.google.javascript.jscomp.CommandLineRunnerTest[testTypeCheckOverride1],com.google.javascript.jscomp.CommandLineRunnerTest[testModuleWrapperBaseNameExpansion],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckSymbolsOverrideForVerbose],com.google.javascript.jscomp.CommandLineRunnerTest[testGenerateExports],com.google.javascript.jscomp.CommandLineRunnerTest[testVersionFlag],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOff],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapFormat1],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapExpansion2],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue846],com.google.javascript.jscomp.CommandLineRunnerTest[testFormattingSingleQuote],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapExpansion1],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue115],com.google.javascript.jscomp.CommandLineRunnerTest[testOutputModuleGraphJson],com.google.javascript.jscomp.CommandLineRunnerTest[testSourceMapFormat2],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering3],com.google.javascript.jscomp.CommandLineRunnerTest[testES5Strict],com.google.javascript.jscomp.CommandLineRunnerTest[testExternsLifting1],com.google.javascript.jscomp.CommandLineRunnerTest[testWarningGuardOrdering1],com.google.javascript.jscomp.CommandLineRunnerTest[testExternsLifting2],com.google.javascript.jscomp.CommandLineRunnerTest[testCharSetExpansion],com.google.javascript.jscomp.CommandLineRunnerTest[testNoCompile],com.google.javascript.jscomp.CommandLineRunnerTest[testES5],Total,Equiv?
1,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,EXC,PASS,EXC,FAIL,PASS,FAIL,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,PASS,FAIL,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,EXC,EXC,FAIL,EXC,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,PASS,EXC,FAIL,EXC,EXC,EXC,EXC,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,101,
10,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,20,
100,PASS,FAIL,PASS, ,FAIL,FAIL,PASS,PASS,PASS, ,PASS,FAIL, ,FAIL,PASS, ,PASS, ,PASS, ,FAIL,FAIL, , , , , , ,FAIL, , , , , ,FAIL,PASS, , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,FAIL, , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , ,FAIL, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,
101,EXC,FAIL,EXC, ,FAIL,FAIL,PASS,PASS,PASS, ,PASS,FAIL, ,FAIL,PASS, ,EXC, ,EXC, ,FAIL,FAIL, , , , , , ,FAIL, , , , , ,FAIL,EXC, , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,FAIL, , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , ,FAIL, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,
102,PASS,FAIL,PASS, ,FAIL,FAIL,PASS,PASS,PASS, ,PASS,FAIL, ,FAIL,PASS, ,PASS, ,PASS, ,FAIL,FAIL, , , , , , ,FAIL, , , , , ,FAIL,PASS, , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,FAIL, , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , ,FAIL, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,
103,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC, ,EXC,EXC, ,EXC, ,EXC, ,EXC,EXC, , , , , , ,EXC, , , , , ,EXC,EXC, , ,EXC, , , ,EXC, , , , , , , , , , , , , ,EXC, , , , , ,EXC, , , , , ,EXC, , , , , , , , , , , , ,EXC, , , ,EXC, , , , , , , , , , , , , ,EXC, , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,
104, ,PASS, , ,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS, ,PASS,PASS, , , , , ,PASS,PASS, , , , , , ,PASS, , , , , ,PASS, , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
105, ,PASS, , ,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS, ,PASS,PASS, , , , , ,PASS,PASS, , , , , , ,PASS, , , , , ,PASS, , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
106, ,FAIL, , ,FAIL,FAIL,FAIL,PASS,PASS, ,PASS,FAIL, ,FAIL,PASS, , , , , ,FAIL,FAIL, , , , , , ,FAIL, , , , , ,FAIL, , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,FAIL, , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , ,FAIL, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,
107, ,PASS, , ,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS, ,PASS,PASS, , , , , ,PASS,PASS, , , , , , ,PASS, , , , , ,PASS, , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
108, ,PASS, , ,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS, ,PASS,PASS, , , , , ,PASS,PASS, , , , , , ,PASS, , , , , ,PASS, , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
109, ,PASS, , ,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS, ,PASS,PASS, , , , , ,PASS,PASS, , , , , , ,PASS, , , , , ,PASS, , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
11,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC, , ,FAIL,EXC, ,FAIL,EXC, , , , , ,EXC,EXC, ,FAIL,EXC, , , ,EXC,FAIL,FAIL, , ,FAIL, ,EXC, , ,FAIL, , ,EXC,EXC, ,EXC, ,FAIL, ,EXC, ,EXC, , ,FAIL,EXC,EXC, ,FAIL, , , , ,FAIL, ,FAIL,FAIL, ,EXC, , , ,EXC, , , , , ,FAIL,FAIL, , ,EXC,FAIL, , ,EXC, ,EXC,EXC,EXC, , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,56,
110, ,FAIL, , ,FAIL,FAIL,FAIL,PASS,PASS, ,PASS,FAIL, ,FAIL,PASS, , , , , ,FAIL,FAIL, , , , , , ,FAIL, , , , , ,FAIL, , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,FAIL, , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , ,FAIL, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,
111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
113, ,FAIL, , ,FAIL,FAIL,PASS,PASS,PASS, ,PASS,FAIL, ,FAIL,PASS, , , , , ,FAIL,FAIL, , , , , , ,FAIL, , , , , ,FAIL, , , ,PASS, , , ,PASS, , , , , , , , , , , , , ,PASS, , , , , ,PASS, , , , , ,FAIL, , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , ,FAIL, , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,
