Mutant,org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testNoEndPoints],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionBoundaryBoundary],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionOutsideOutside],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionBoundaryOutside],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testHalfInfiniteNeg],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testHalfInfinitePos],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionInsideOutside],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testNoSegments],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionInsideBoundary],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionParallel],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testNoEndPoints],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionBoundaryBoundary],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionBoundaryOutside],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testHalfInfiniteNeg],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testHalfInfinitePos],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionInsideOutside],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testNoSegments],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionInsideBoundary],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionInsideInside],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionNotIntersecting],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testBug20041003],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testLineIntersection],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testSqueezedHexa],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionInsideInside],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionOutsideOutside],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testIssue880Simplified],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testChoppedHexagon],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testConcentric],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testSingularPoint],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testEmptyDifference],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testSeveralSegments],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testSeveralSegments],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testHole],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testDifference],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testIntersection],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testUnlimitedSubHyperplane],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testSimplyConnected],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testDisjointPolygons],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testBug20040520],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testUnion],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testTetrahedron],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testStair],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testXor],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testBuildBox],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testEndPoints],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testEndPoints],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testIssue780],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testOppositeHyperplanes],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testIsometry],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testCross],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testBox],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testIssue880Complete],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test3],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test7],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test6],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test5],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test4],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test2],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test0],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test05],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test02],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test00],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test01],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test10],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test06],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test07],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test13],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test03],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test14],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test11],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test12],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test09],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test08],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test1],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test04],Total,Equiv?
1,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC, , , , , , , , , ,EXC,EXC, , , , , , , , , , , ,EXC, , , , , , , , , , , , , ,EXC, , , , , , ,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , , , , , ,EXC, ,20,
10, ,EXC,PASS,PASS, , ,PASS, ,EXC, , , , , , , , , ,EXC,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC,PASS,PASS,PASS,PASS,EXC, , , , , , , , , , , , , , , ,PASS, ,6,
100, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,PASS,EXC,PASS,PASS, , ,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,EXC,PASS,PASS,EXC,PASS, , , , , , , , , , , , ,PASS, , , , , ,PASS, ,FAIL, , , ,5,
101, , , , , , , , , , , , , , , , , , , , ,PASS,PASS, , , , ,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS,PASS,PASS, , , , , , , , , , , , ,PASS, , , , , ,PASS, ,PASS, , , ,0,
102, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,PASS,EXC,PASS,PASS, , ,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,EXC,PASS,PASS,EXC,PASS, , , , , , , , , , , , ,PASS, , , , , ,PASS, ,FAIL, , , ,5,
103, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,EXC,FAIL,EXC, , ,EXC,EXC,EXC, ,FAIL,PASS,EXC,EXC,PASS,EXC,EXC,PASS, , ,EXC,PASS,PASS,EXC,PASS, , , , , , , , , , , , ,PASS, , , , , ,FAIL, ,FAIL, , , ,17,
104, , , , , , , , , , , , , , , , , , , , ,PASS,PASS, , , , ,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS,PASS,PASS, , , , , , , , , , , , ,PASS, , , , , ,PASS, ,PASS, , , ,0,
105, , , , , , , , , , , , , , , , , , , , ,EXC,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC, ,FAIL,PASS,FAIL,EXC,PASS,EXC,EXC,FAIL, , ,EXC,EXC,PASS,FAIL,FAIL, , , , , , , , , , , , ,FAIL, , , , , ,PASS, ,PASS, , , ,19,
106, , , , , , , , , , , , , , , , , , , , ,EXC,FAIL, , , , ,FAIL,FAIL,FAIL,PASS, , ,FAIL,EXC,EXC, ,FAIL,PASS,FAIL,EXC,PASS,EXC,EXC,FAIL, , ,EXC,EXC,PASS,FAIL,FAIL, , , , , , , , , , , , ,FAIL, , , , , ,FAIL, ,FAIL, , , ,21,
107, , , , , , , , , , , , , , , , , , , , ,EXC,FAIL, , , , ,FAIL,FAIL,FAIL,PASS, , ,FAIL,EXC,EXC, ,FAIL,PASS,FAIL,EXC,PASS,EXC,EXC,FAIL, , ,EXC,EXC,PASS,FAIL,FAIL, , , , , , , , , , , , ,FAIL, , , , , ,FAIL, ,FAIL, , , ,21,
108, , , , , , , , , , , , , , , , , , , , ,EXC,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC, ,FAIL,PASS,FAIL,EXC,PASS,EXC,EXC,FAIL, , ,EXC,EXC,PASS,FAIL,FAIL, , , , , , , , , , , , ,FAIL, , , , , ,PASS, ,PASS, , , ,19,
109, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,EXC,FAIL,EXC, , ,EXC,EXC,EXC, ,FAIL,PASS,EXC,EXC,PASS,EXC,EXC,PASS, , ,EXC,PASS,PASS,EXC,PASS, , , , , , , , , , , , ,PASS, , , , , ,FAIL, ,FAIL, , , ,17,
11, ,PASS,PASS,PASS, , ,PASS, ,PASS, , , , , , , , , ,PASS,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,EXC, , , , , , , , , , , , , , , ,PASS, ,2,
110, , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS, ,PASS,PASS,PASS, , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , ,0,
111, , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,EXC, ,PASS,FAIL,PASS, , , , , , , , , , , , , , , , , , ,PASS, ,FAIL, , , ,3,
112, , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,EXC, ,PASS,FAIL,PASS, , , , , , , , , , , , , , , , , , ,PASS, ,FAIL, , , ,3,
113, , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,FAIL,EXC,FAIL,EXC, , ,FAIL,EXC,EXC, ,EXC,PASS,EXC,EXC,PASS,EXC,EXC,PASS, , ,EXC, ,PASS,EXC,PASS, , , , , , , , , , , , , , , , , , ,FAIL, ,FAIL, , , ,16,
114, , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,FAIL,EXC,FAIL,EXC, , ,FAIL,EXC,EXC, ,EXC,PASS,EXC,EXC,PASS,EXC,EXC,PASS, , ,EXC, ,PASS,EXC,PASS, , , , , , , , , , , , , , , , , , ,FAIL, ,FAIL, , , ,16,
