projectId,bugId,mutantId,classifier,probEq,probTr,probDm,isEq,isTr,isDm
Lang,1,1,rf,0.22582729999010726,0.1036768833060952,0.4056654686269974,0,0,1
Lang,1,10,rf,0.16105208053553952,0.40567186835285807,0.2049960753832489,0,0,0
Lang,1,100,rf,0.16105208053553952,0.40567186835285807,0.2049960753832489,0,0,0
Lang,1,1000,rf,0.0853952626713965,0.25669171352088166,0.3185360036580731,0,0,1
Lang,1,1001,rf,0.10570705541533218,0.12194424787464768,0.24915502608253895,0,0,0
Lang,1,1002,rf,0.1462763830425551,0.4414652752276081,0.30388430342795103,0,0,1
Lang,1,1003,rf,0.16213602705164684,0.2569121502147137,0.1988191805311651,0,0,1
Lang,1,1004,rf,0.06328721407385203,0.3016592934648863,0.11206301842652361,0,0,0
Lang,1,1005,rf,0.03919466366607761,0.3516448926555744,0.07079787446722936,0,0,0
Lang,1,1006,rf,0.09508352789990399,0.31096266928161626,0.14778171400269835,0,0,0
Lang,1,1007,rf,0.5788825826232585,0.09740411453001485,0.15124865813086352,1,0,0
Lang,1,1008,rf,0.23880954010278246,0.25511665192775923,0.1512785798366856,0,0,0
Lang,1,1009,rf,0.07151181769307957,0.27353455688608963,0.19059611971200885,0,0,1
Lang,1,101,rf,0.16105208053553952,0.40567186835285807,0.2049960753832489,0,0,0
Lang,1,1010,rf,0.04896746567051233,0.30515624338939673,0.26610982512836856,0,0,0
Lang,1,1011,rf,0.16696505918325322,0.2281120908763968,0.19785800215053595,0,0,1
Lang,1,1012,rf,0.003245837422038043,0.3700429054552891,0.07315607166643791,0,0,0
Lang,1,1013,rf,0.08092819795613054,0.4273330193041116,0.3012174295552588,0,0,0
Lang,1,1014,rf,0.021312330458962973,0.13356594311839085,0.19315565475001814,0,0,0
Lang,1,1015,rf,0.9427277628219435,0.0,0.04099332687053406,1,0,0
Lang,1,1016,rf,0.29213443170938436,0.13080382884363354,0.2609748359439815,0,0,0
Lang,1,1017,rf,0.29213443170938436,0.13080382884363354,0.2609748359439815,0,0,0
Lang,1,1018,rf,0.006353494126998914,0.05229836268742237,0.11865252724866893,0,1,0
Lang,1,1019,rf,0.45680690714392497,0.08507496842863432,0.10662239419856981,0,0,0
Lang,1,102,rf,0.0853952626713965,0.25669171352088166,0.3185360036580731,0,0,0
Lang,1,1020,rf,0.9461255480735526,0.005672208730891528,0.042765588781820164,1,0,0
Lang,1,1021,rf,0.050734591904819014,0.049609375144752575,0.08303116039520463,0,1,0
Lang,1,1022,rf,0.12842340733450494,0.0056990958721162355,0.10012455243064221,0,0,0
Lang,1,1023,rf,0.5027794678086752,0.06071225557097007,0.10055723059478056,0,0,0
Lang,1,1024,rf,0.049704511545114106,0.005434240490722539,0.11908687116032118,0,0,0
Lang,1,1025,rf,0.9427277628219435,0.0,0.04099332687053406,1,0,0
Lang,1,1026,rf,0.1808232679802905,0.19449120815868837,0.15088955002896853,0,0,1
Lang,1,1027,rf,0.7009968991192717,0.04998984131919399,0.07765272791032075,1,0,0
Lang,1,1028,rf,0.08197212894068087,0.08257439558468624,0.23407605853897795,0,0,0
Lang,1,1029,rf,0.028557532128642385,0.24119861357181993,0.13309371051287125,0,0,0
Lang,1,103,rf,0.10570705541533218,0.12194424787464768,0.24915502608253895,0,0,0
Lang,1,1030,rf,0.017651743906064214,0.2534480668359723,0.143849671348993,0,0,0
Lang,1,1031,rf,0.09054303308555828,0.09654324672844128,0.24810322849821423,0,0,0
Lang,1,1032,rf,0.14975764478307707,0.19559295610562943,0.15249581967629172,0,0,1
Lang,1,1033,rf,0.04896746567051233,0.30515624338939673,0.26610982512836856,0,0,0
Lang,1,1034,rf,0.1808232679802905,0.19449120815868837,0.15088955002896853,0,0,0
Lang,1,1035,rf,0.7009968991192717,0.04998984131919399,0.07765272791032075,1,0,0
Lang,1,1036,rf,0.08197212894068087,0.08257439558468624,0.23407605853897795,0,0,0
Lang,1,1037,rf,0.028557532128642385,0.24119861357181993,0.13309371051287125,0,0,0
Lang,1,1038,rf,0.017651743906064214,0.2534480668359723,0.143849671348993,0,0,0
Lang,1,1039,rf,0.09054303308555828,0.09654324672844128,0.24810322849821423,0,0,0
Lang,1,104,rf,0.04896746567051233,0.30515624338939673,0.26610982512836856,0,0,0
Lang,1,1040,rf,0.14975764478307707,0.19559295610562943,0.15249581967629172,0,0,0
Lang,1,1041,rf,0.04896746567051233,0.30515624338939673,0.26610982512836856,0,0,0
Lang,1,1042,rf,0.08138348612424712,0.13822222771082318,0.34985193013009275,0,0,0
Lang,1,1043,rf,0.1808232679802905,0.19449120815868837,0.15088955002896853,0,0,1
Lang,1,1044,rf,0.7009968991192717,0.04998984131919399,0.07765272791032075,1,0,0
Lang,1,1045,rf,0.08197212894068087,0.08257439558468624,0.23407605853897795,0,0,0
Lang,1,1046,rf,0.028557532128642385,0.24119861357181993,0.13309371051287125,0,0,0
Lang,1,1047,rf,0.017651743906064214,0.2534480668359723,0.143849671348993,0,0,0
Lang,1,1048,rf,0.09054303308555828,0.09654324672844128,0.24810322849821423,0,0,0
Lang,1,1049,rf,0.14975764478307707,0.19559295610562943,0.15249581967629172,0,0,1
Lang,1,105,rf,0.11981876181463222,0.13624779954008986,0.3816802939328802,1,0,0
Lang,1,1050,rf,0.04896746567051233,0.30515624338939673,0.26610982512836856,0,0,0
Lang,1,1051,rf,0.1808232679802905,0.19449120815868837,0.15088955002896853,0,0,0
Lang,1,1052,rf,0.7009968991192717,0.04998984131919399,0.07765272791032075,1,0,0
Lang,1,1053,rf,0.08197212894068087,0.08257439558468624,0.23407605853897795,0,0,0
Lang,1,1054,rf,0.028557532128642385,0.24119861357181993,0.13309371051287125,0,0,0
Lang,1,1055,rf,0.017651743906064214,0.2534480668359723,0.143849671348993,0,0,0
Lang,1,1056,rf,0.09054303308555828,0.09654324672844128,0.24810322849821423,0,0,0
Lang,1,1057,rf,0.14975764478307707,0.19559295610562943,0.15249581967629172,0,0,0
Lang,1,1058,rf,0.04896746567051233,0.30515624338939673,0.26610982512836856,0,0,0
Lang,1,1059,rf,0.0,0.0,0.09193468976527498,0,0,0
Lang,1,106,rf,0.29213443170938436,0.13080382884363354,0.2609748359439815,0,0,0
Lang,1,1060,rf,0.1808232679802905,0.19449120815868837,0.15088955002896853,0,0,1
Lang,1,1061,rf,0.7009968991192717,0.04998984131919399,0.07765272791032075,1,0,0
Lang,1,1062,rf,0.08197212894068087,0.08257439558468624,0.23407605853897795,0,0,0
Lang,1,1063,rf,0.028557532128642385,0.24119861357181993,0.13309371051287125,0,0,0
Lang,1,1064,rf,0.017651743906064214,0.2534480668359723,0.143849671348993,0,0,0
Lang,1,1065,rf,0.09054303308555828,0.09654324672844128,0.24810322849821423,0,0,0
Lang,1,1066,rf,0.14975764478307707,0.19559295610562943,0.15249581967629172,0,0,1
Lang,1,1067,rf,0.04896746567051233,0.30515624338939673,0.26610982512836856,0,0,0
Lang,1,1068,rf,0.1808232679802905,0.19449120815868837,0.15088955002896853,0,0,0
Lang,1,1069,rf,0.7009968991192717,0.04998984131919399,0.07765272791032075,1,0,0
Lang,1,107,rf,0.29213443170938436,0.13080382884363354,0.2609748359439815,0,0,0
Lang,1,1070,rf,0.08197212894068087,0.08257439558468624,0.23407605853897795,0,0,0
Lang,1,1071,rf,0.028557532128642385,0.24119861357181993,0.13309371051287125,0,0,0
Lang,1,1072,rf,0.017651743906064214,0.2534480668359723,0.143849671348993,0,0,0
Lang,1,1073,rf,0.09054303308555828,0.09654324672844128,0.24810322849821423,0,0,0
Lang,1,1074,rf,0.14975764478307707,0.19559295610562943,0.15249581967629172,0,0,0
Lang,1,1075,rf,0.04896746567051233,0.30515624338939673,0.26610982512836856,0,0,0
Lang,1,1076,rf,0.12093590186891194,0.11756469518492363,0.303420460696526,0,0,0
Lang,1,1077,rf,0.1808232679802905,0.19449120815868837,0.15088955002896853,0,0,1
Lang,1,1078,rf,0.7009968991192717,0.04998984131919399,0.07765272791032075,1,0,0
Lang,1,1079,rf,0.08197212894068087,0.08257439558468624,0.23407605853897795,0,0,0
Lang,1,108,rf,0.7161839639076948,0.0778129501680444,0.04075025510155343,1,0,0
Lang,1,1080,rf,0.028557532128642385,0.24119861357181993,0.13309371051287125,0,0,0
Lang,1,1081,rf,0.017651743906064214,0.2534480668359723,0.143849671348993,0,0,0
Lang,1,1082,rf,0.09054303308555828,0.09654324672844128,0.24810322849821423,0,0,0
Lang,1,1083,rf,0.14975764478307707,0.19559295610562943,0.15249581967629172,0,0,1
Lang,1,1084,rf,0.04896746567051233,0.30515624338939673,0.26610982512836856,0,0,0
Lang,1,1085,rf,0.1808232679802905,0.19449120815868837,0.15088955002896853,0,0,0
Lang,1,1086,rf,0.7009968991192717,0.04998984131919399,0.07765272791032075,1,0,0
Lang,1,1087,rf,0.08197212894068087,0.08257439558468624,0.23407605853897795,0,0,0
Lang,1,1088,rf,0.028557532128642385,0.24119861357181993,0.13309371051287125,0,0,0
Lang,1,1089,rf,0.017651743906064214,0.2534480668359723,0.143849671348993,0,0,0
