Mutant,org.apache.commons.math.analysis.LaguerreSolverTest[testQuadraticFunction],org.apache.commons.math.complex.ComplexFormatTest[testDifferentImaginaryChar],org.apache.commons.math.complex.ComplexFormatTest[testFormatNumber],org.apache.commons.math.complex.ComplexFormatTest[testSimpleWithDecimalsTrunc],org.apache.commons.math.complex.ComplexFormatTest[testParseNegativeReal],org.apache.commons.math.complex.ComplexFormatTest[testParseSimpleWithDecimalsTrunc],org.apache.commons.math.complex.ComplexFormatTest[testNegativeInfinity],org.apache.commons.math.complex.ComplexFormatTest[testPaseNegativeInfinity],org.apache.commons.math.complex.ComplexFormatTest[testParseDifferentImaginaryChar],org.apache.commons.math.complex.ComplexFormatTest[testZeroReal],org.apache.commons.math.complex.ComplexFormatTest[testNegativeBoth],org.apache.commons.math.complex.ComplexFormatTest[testNegativeReal],org.apache.commons.math.complex.ComplexFormatTest[testNegativeImaginary],org.apache.commons.math.complex.ComplexFormatTest[testPositiveInfinity],org.apache.commons.math.complex.ComplexFormatTest[testParseZeroReal],org.apache.commons.math.complex.ComplexFormatTest[testParseNan],org.apache.commons.math.complex.ComplexFormatTest[testParsePositiveInfinity],org.apache.commons.math.complex.ComplexFormatTest[testSimpleWithDecimals],org.apache.commons.math.complex.ComplexTest[testTanhNaN],org.apache.commons.math.complex.ComplexTest[testConjugateNaN],org.apache.commons.math.complex.ComplexTest[testAcosNaN],org.apache.commons.math.complex.ComplexTest[testEqualsClass],org.apache.commons.math.complex.ComplexTest[testAddInfinite],org.apache.commons.math.complex.ComplexTest[testAbs],org.apache.commons.math.complex.ComplexTest[testAdd],org.apache.commons.math.complex.ComplexTest[testCos],org.apache.commons.math.complex.ComplexTest[testExp],org.apache.commons.math.complex.ComplexTest[testPow],org.apache.commons.math.complex.ComplexTest[testSin],org.apache.commons.math.complex.ComplexTest[testTan],org.apache.commons.math.complex.ComplexTest[testSubtract],org.apache.commons.math.complex.ComplexTest[testDivideNaNInf],org.apache.commons.math.complex.ComplexTest[testAcos],org.apache.commons.math.complex.ComplexTest[testAsin],org.apache.commons.math.complex.ComplexTest[testCosh],org.apache.commons.math.complex.ComplexTest[testSinh],org.apache.commons.math.complex.ComplexTest[testTanh],org.apache.commons.math.complex.ComplexTest[testAsinNaN],org.apache.commons.math.complex.ComplexTest[testAtanInf],org.apache.commons.math.complex.ComplexTest[testDivideNaN],org.apache.commons.math.complex.ComplexTest[testEqualsRealDifference],org.apache.commons.math.complex.ComplexTest[testNegateNaN],org.apache.commons.math.complex.ComplexTest[testTanhCritical],org.apache.commons.math.complex.ComplexTest[testSqrtImaginaryZero],org.apache.commons.math.complex.ComplexTest[testSqrtRealPositive],org.apache.commons.math.complex.ComplexTest[testEqualsNull],org.apache.commons.math.complex.ComplexTest[testEqualsSame],org.apache.commons.math.complex.ComplexTest[testEqualsTrue],org.apache.commons.math.complex.ComplexTest[testSqrt1zNaN],org.apache.commons.math.complex.ComplexTest[testSqrtRealNegative],org.apache.commons.math.complex.ComplexTest[testMultiplyNaN],org.apache.commons.math.complex.ComplexTest[testConjugate],org.apache.commons.math.complex.ComplexTest[testMultiplyNaNInf],org.apache.commons.math.complex.ComplexTest[testEqualsImaginaryDifference],org.apache.commons.math.complex.ComplexTest[testTanCritical],org.apache.commons.math.complex.ComplexTest[testMath221],org.apache.commons.math.complex.ComplexTest[testConstructorNaN],org.apache.commons.math.complex.ComplexTest[testCoshInf],org.apache.commons.math.complex.ComplexTest[testCoshNaN],org.apache.commons.math.complex.ComplexTest[testHashCode],org.apache.commons.math.complex.ComplexTest[testSqrtRealZero],org.apache.commons.math.complex.ComplexTest[testSqrtImaginaryNegative],org.apache.commons.math.complex.ComplexTest[testAbsNaN],org.apache.commons.math.complex.ComplexTest[testCosInf],org.apache.commons.math.complex.ComplexTest[testCosNaN],org.apache.commons.math.complex.ComplexTest[testDivide],org.apache.commons.math.complex.ComplexTest[testExpInf],org.apache.commons.math.complex.ComplexTest[testExpNaN],org.apache.commons.math.complex.ComplexTest[testMultiply],org.apache.commons.math.complex.ComplexTest[testEqualsNaN],org.apache.commons.math.complex.ComplexTest[testLogInf],org.apache.commons.math.complex.ComplexTest[testLogNaN],org.apache.commons.math.complex.ComplexTest[testDivideInfinite],org.apache.commons.math.complex.ComplexTest[testNegate],org.apache.commons.math.complex.ComplexTest[testConjugateInfiinite],org.apache.commons.math.complex.ComplexTest[testSinhInf],org.apache.commons.math.complex.ComplexTest[testSinhNaN],org.apache.commons.math.complex.ComplexTest[testSinNaN],org.apache.commons.math.complex.ComplexTest[testSqrt1z],org.apache.commons.math.complex.ComplexTest[testTanInf],org.apache.commons.math.complex.ComplexTest[testTanNaN],org.apache.commons.math.complex.ComplexTest[testSubtractNaN],org.apache.commons.math.complex.ComplexTest[testAbsInfinite],org.apache.commons.math.complex.ComplexTest[testSqrtInf],org.apache.commons.math.complex.ComplexTest[testSqrtNaN],org.apache.commons.math.complex.ComplexTest[testConstructor],org.apache.commons.math.complex.ComplexUtilsTest[testPolar2ComplexNaN],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseSimpleWithDecimals],org.apache.commons.math.complex.FrenchComplexFormatTest[testDifferentImaginaryChar],org.apache.commons.math.complex.FrenchComplexFormatTest[testNan],org.apache.commons.math.complex.FrenchComplexFormatTest[testSimpleWithDecimalsTrunc],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseNegativeReal],org.apache.commons.math.complex.FrenchComplexFormatTest[testNegativeInfinity],org.apache.commons.math.complex.FrenchComplexFormatTest[testPaseNegativeInfinity],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseDifferentImaginaryChar],org.apache.commons.math.complex.FrenchComplexFormatTest[testZeroReal],org.apache.commons.math.complex.FrenchComplexFormatTest[testNegativeBoth],org.apache.commons.math.complex.FrenchComplexFormatTest[testNegativeReal],org.apache.commons.math.complex.FrenchComplexFormatTest[testNegativeImaginary],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseSimpleNoDecimals],org.apache.commons.math.complex.FrenchComplexFormatTest[testPositiveInfinity],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseZeroReal],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseNan],org.apache.commons.math.complex.FrenchComplexFormatTest[testParsePositiveInfinity],org.apache.commons.math.complex.FrenchComplexFormatTest[testSimpleWithDecimals],org.apache.commons.math.complex.ComplexFormatTest[testParseSimpleWithDecimals],org.apache.commons.math.complex.ComplexFormatTest[testZeroImaginary],org.apache.commons.math.complex.ComplexFormatTest[testNan],org.apache.commons.math.complex.ComplexFormatTest[testStaticFormatComplex],org.apache.commons.math.complex.ComplexFormatTest[testParseNegativeBoth],org.apache.commons.math.complex.ComplexFormatTest[testSimpleNoDecimals],org.apache.commons.math.complex.ComplexFormatTest[testParseSimpleNoDecimals],org.apache.commons.math.complex.ComplexFormatTest[testParseZeroImaginary],org.apache.commons.math.complex.ComplexTest[testAcosInf],org.apache.commons.math.complex.ComplexTest[testLog],org.apache.commons.math.complex.ComplexTest[testAtan],org.apache.commons.math.complex.ComplexTest[testAsinInf],org.apache.commons.math.complex.ComplexTest[testAtanNaN],org.apache.commons.math.complex.ComplexTest[testPowZero],org.apache.commons.math.complex.ComplexTest[testSqrtPolar],org.apache.commons.math.complex.ComplexTest[testLogZero],org.apache.commons.math.complex.ComplexTest[testPowNaNBase],org.apache.commons.math.complex.ComplexTest[testPowNaNExponent],org.apache.commons.math.complex.ComplexTest[testAddNaN],org.apache.commons.math.complex.ComplexTest[testPowInf],org.apache.commons.math.complex.ComplexTest[testSinInf],org.apache.commons.math.complex.FrenchComplexFormatTest[testZeroImaginary],org.apache.commons.math.complex.FrenchComplexFormatTest[testFormatNumber],org.apache.commons.math.complex.FrenchComplexFormatTest[testStaticFormatComplex],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseNegativeBoth],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseSimpleWithDecimalsTrunc],org.apache.commons.math.complex.FrenchComplexFormatTest[testSimpleNoDecimals],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseZeroImaginary],org.apache.commons.math.transform.FastCosineTransformerTest[testSinFunction],org.apache.commons.math.complex.ComplexUtilsTest[testPolar2ComplexInf],org.apache.commons.math.complex.ComplexTest[testTanhInf],org.apache.commons.math.complex.ComplexFormatTest[testParseNegativeImaginary],org.apache.commons.math.complex.ComplexUtilsTest[testPolar2Complex],org.apache.commons.math.transform.FastFourierTransformerTest[testAdHocData],org.apache.commons.math.analysis.LaguerreSolverTest[testQuinticFunction],org.apache.commons.math.transform.FastCosineTransformerTest[testAdHocData],org.apache.commons.math.transform.FastSineTransformerTest[testAdHocData],org.apache.commons.math.analysis.LaguerreSolverTest[testLinearFunction],org.apache.commons.math.analysis.LaguerreSolverTest[testQuinticFunction2],org.apache.commons.math.complex.FrenchComplexFormatTest[testParseNegativeImaginary],org.apache.commons.math.transform.FastSineTransformerTest[testSinFunction],org.apache.commons.math.transform.FastFourierTransformerTest[testSinFunction],org.apache.commons.math.complex.Complex_ESTest[test16],org.apache.commons.math.complex.Complex_ESTest[test32],org.apache.commons.math.complex.Complex_ESTest[test17],org.apache.commons.math.complex.Complex_ESTest[test02],org.apache.commons.math.complex.Complex_ESTest[test00],org.apache.commons.math.complex.Complex_ESTest[test21],org.apache.commons.math.complex.Complex_ESTest[test20],org.apache.commons.math.complex.Complex_ESTest[test09],org.apache.commons.math.complex.Complex_ESTest[test07],org.apache.commons.math.complex.Complex_ESTest[test29],org.apache.commons.math.complex.Complex_ESTest[test30],org.apache.commons.math.complex.Complex_ESTest[test15],org.apache.commons.math.complex.Complex_ESTest[test14],org.apache.commons.math.complex.Complex_ESTest[test34],org.apache.commons.math.complex.Complex_ESTest[test11],org.apache.commons.math.complex.Complex_ESTest[test33],org.apache.commons.math.complex.Complex_ESTest[test10],org.apache.commons.math.complex.Complex_ESTest[test18],org.apache.commons.math.complex.Complex_ESTest[test04],org.apache.commons.math.complex.Complex_ESTest[test26],org.apache.commons.math.complex.Complex_ESTest[test23],org.apache.commons.math.complex.Complex_ESTest[test08],org.apache.commons.math.complex.Complex_ESTest[test06],org.apache.commons.math.complex.Complex_ESTest[test12],org.apache.commons.math.complex.Complex_ESTest[test31],org.apache.commons.math.complex.Complex_ESTest[test19],org.apache.commons.math.complex.Complex_ESTest[test25],org.apache.commons.math.complex.Complex_ESTest[test22],org.apache.commons.math.complex.Complex_ESTest[test13],org.apache.commons.math.complex.Complex_ESTest[test27],org.apache.commons.math.complex.Complex_ESTest[test03],org.apache.commons.math.complex.Complex_ESTest[test01],org.apache.commons.math.complex.Complex_ESTest[test24],org.apache.commons.math.complex.Complex_ESTest[test05],org.apache.commons.math.complex.ComplexTest[testpowNull],org.apache.commons.math.complex.ComplexUtilsTest[testPolar2ComplexIllegalModulus],org.apache.commons.math.complex.Complex_ESTest[test28],Total,Equiv?
1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,12,
10,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4,
100,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,PASS,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, ,PASS, , , , , , , , , , , , , , , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , ,PASS,PASS, , , , , , , , , ,PASS, , ,FAIL,FAIL, , , , , , , , , , ,PASS, , , ,10,
101,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , ,PASS,PASS, , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , ,PASS, , , ,0,
102,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , ,PASS,PASS, , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , ,PASS, , , ,0,
103,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , ,PASS,PASS, , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , ,PASS, , , ,0,
104,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,PASS,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, ,PASS, , , , , , , , , , , , , , , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , ,PASS,PASS, , , , , , , , , ,PASS, , ,FAIL,FAIL, , , , , , , , , , ,PASS, , , ,10,
105, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , ,PASS, , , ,0,
106,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, ,PASS, , , , , , , , , , , , , , , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , ,PASS,PASS, , , , , , , , , , , , ,PASS,FAIL, , , , , , , , , , , , , , ,9,
107,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, ,PASS, , , , , , , , , , , , , , , , , , , , , ,EXC, , ,PASS,EXC, , , , , , , , , , ,PASS,PASS, , , , , , , , , , , , ,PASS,FAIL, , , , , , , , , , , , , , ,6,
108,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , ,PASS,FAIL, , , , , , , , , , , , ,PASS,PASS, , , , , , , , , , , , , , ,5,
109,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , , , , , , , ,EXC, , ,PASS,PASS, , , , , , , , , , ,PASS,FAIL, , , , , , , , , , , , ,PASS,PASS, , , , , , , , , , , , , , ,2,
11,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,EXC,PASS,PASS,PASS,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,10,
110,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, ,PASS, , , , , , , , , , , , , , , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , ,PASS,FAIL, , , , , , , , , , , , ,PASS,FAIL, , , , , , , , , , , , , , ,8,
111,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , , , , , , , ,EXC, , ,PASS,PASS, , , , , , , , , , ,PASS,FAIL, , , , , , , , , , , , ,PASS,PASS, , , , , , , , , , , , , , ,3,
112,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , , , , , , , ,EXC, , ,PASS,PASS, , , , , , , , , , ,PASS,PASS, , , , , , , , , , , , ,PASS,PASS, , , , , , , , , , , , , , ,2,
